"gene","Sample","Value","Strain","Replicate","Condition"
"DPS1","JCYL001B",219.977392992667,"JCYL","001","B"
"DPS1","JCYL002B",233.123328812826,"JCYL","002","B"
"DPS1","JCYL003B",217.98511326102,"JCYL","003","B"
"DPS1","JCYL001D",214.194986204443,"JCYL","001","D"
"DPS1","JCYL002D",217.414160918557,"JCYL","002","D"
"DPS1","JCYL003D",214.969985677907,"JCYL","003","D"
"DRE2","JCYL001B",91.1873679479197,"JCYL","001","B"
"DRE2","JCYL002B",96.3725249038567,"JCYL","002","B"
"DRE2","JCYL003B",106.493346568411,"JCYL","003","B"
"DRE2","JCYL001D",76.5895069483076,"JCYL","001","D"
"DRE2","JCYL002D",78.8172603257375,"JCYL","002","D"
"DRE2","JCYL003D",85.2678734053431,"JCYL","003","D"
"DRS1","JCYL001B",39.3253659586635,"JCYL","001","B"
"DRS1","JCYL002B",44.4731330776463,"JCYL","002","B"
"DRS1","JCYL003B",41.5677599630351,"JCYL","003","B"
"DRS1","JCYL001D",56.0730763929504,"JCYL","001","D"
"DRS1","JCYL002D",55.3102238977809,"JCYL","002","D"
"DRS1","JCYL003D",60.4389787042531,"JCYL","003","D"
"DRS2","JCYL001B",22.6700505975348,"JCYL","001","B"
"DRS2","JCYL002B",24.4634918206843,"JCYL","002","B"
"DRS2","JCYL003B",23.9194854954445,"JCYL","003","B"
"DRS2","JCYL001D",20.1682775703264,"JCYL","001","D"
"DRS2","JCYL002D",20.4903253522487,"JCYL","002","D"
"DRS2","JCYL003D",20.810791873122,"JCYL","003","D"
"DSD1","JCYL001B",43.929204929867,"JCYL","001","B"
"DSD1","JCYL002B",42.8430851632781,"JCYL","002","B"
"DSD1","JCYL003B",42.1857592572946,"JCYL","003","B"
"DSD1","JCYL001D",36.0212814402497,"JCYL","001","D"
"DSD1","JCYL002D",35.0614625795304,"JCYL","002","D"
"DSD1","JCYL003D",33.1787122396186,"JCYL","003","D"
"DSE1","JCYL001B",285.736071876508,"JCYL","001","B"
"DSE1","JCYL002B",283.796261678304,"JCYL","002","B"
"DSE1","JCYL003B",271.370826995896,"JCYL","003","B"
"DSE1","JCYL001D",141.45154233712,"JCYL","001","D"
"DSE1","JCYL002D",132.156612867322,"JCYL","002","D"
"DSE1","JCYL003D",135.93543725785,"JCYL","003","D"
"DSE2","JCYL001B",500.303332407523,"JCYL","001","B"
"DSE2","JCYL002B",501.528268997041,"JCYL","002","B"
"DSE2","JCYL003B",483.360741953127,"JCYL","003","B"
"DSE2","JCYL001D",204.514543375309,"JCYL","001","D"
"DSE2","JCYL002D",188.40403355695,"JCYL","002","D"
"DSE2","JCYL003D",203.035745023692,"JCYL","003","D"
"DSE3","JCYL001B",75.6673123772617,"JCYL","001","B"
"DSE3","JCYL002B",76.7596992182909,"JCYL","002","B"
"DSE3","JCYL003B",74.6383541891105,"JCYL","003","B"
"DSE3","JCYL001D",52.9239746751772,"JCYL","001","D"
"DSE3","JCYL002D",50.2711036192499,"JCYL","002","D"
"DSE3","JCYL003D",48.5066004445259,"JCYL","003","D"
"DSE4","JCYL001B",109.455446579112,"JCYL","001","B"
"DSE4","JCYL002B",114.462932656414,"JCYL","002","B"
"DSE4","JCYL003B",117.07873544562,"JCYL","003","B"
"DSE4","JCYL001D",75.7342957690054,"JCYL","001","D"
"DSE4","JCYL002D",61.385716433115,"JCYL","002","D"
"DSE4","JCYL003D",67.010595030213,"JCYL","003","D"
"DSF1","JCYL001B",4.70111463683395,"JCYL","001","B"
"DSF1","JCYL002B",5.2154189097617,"JCYL","002","B"
"DSF1","JCYL003B",5.03834957381862,"JCYL","003","B"
"DSF1","JCYL001D",456.821016386753,"JCYL","001","D"
"DSF1","JCYL002D",555.276578786676,"JCYL","002","D"
"DSF1","JCYL003D",465.41049980415,"JCYL","003","D"
"DSF2","JCYL001B",49.6830557316451,"JCYL","001","B"
"DSF2","JCYL002B",52.0193196244116,"JCYL","002","B"
"DSF2","JCYL003B",50.6647210760429,"JCYL","003","B"
"DSF2","JCYL001D",34.121409496598,"JCYL","001","D"
"DSF2","JCYL002D",36.1410506375242,"JCYL","002","D"
"DSF2","JCYL003D",36.5937556988078,"JCYL","003","D"
"DSK2","JCYL001B",188.385399143858,"JCYL","001","B"
"DSK2","JCYL002B",182.870252326953,"JCYL","002","B"
"DSK2","JCYL003B",185.44317227042,"JCYL","003","B"
"DSK2","JCYL001D",190.765327722817,"JCYL","001","D"
"DSK2","JCYL002D",197.99020316796,"JCYL","002","D"
"DSK2","JCYL003D",186.533592508089,"JCYL","003","D"
"DSL1","JCYL001B",31.4860997281614,"JCYL","001","B"
"DSL1","JCYL002B",31.1967204851356,"JCYL","002","B"
"DSL1","JCYL003B",30.1559375869758,"JCYL","003","B"
"DSL1","JCYL001D",25.0527464393145,"JCYL","001","D"
"DSL1","JCYL002D",28.1525124095195,"JCYL","002","D"
"DSL1","JCYL003D",27.2937713394389,"JCYL","003","D"
"DSN1","JCYL001B",29.0444310909006,"JCYL","001","B"
"DSN1","JCYL002B",29.6086641820045,"JCYL","002","B"
"DSN1","JCYL003B",29.9128943672804,"JCYL","003","B"
"DSN1","JCYL001D",29.1760737582462,"JCYL","001","D"
"DSN1","JCYL002D",30.4156980117884,"JCYL","002","D"
"DSN1","JCYL003D",30.6296332557076,"JCYL","003","D"
"DSS1","JCYL001B",12.761484830274,"JCYL","001","B"
"DSS1","JCYL002B",13.2887307270056,"JCYL","002","B"
"DSS1","JCYL003B",14.2327301626919,"JCYL","003","B"
"DSS1","JCYL001D",16.0552642485181,"JCYL","001","D"
"DSS1","JCYL002D",16.4047803922119,"JCYL","002","D"
"DSS1","JCYL003D",15.6216167888755,"JCYL","003","D"
"DSS4","JCYL001B",55.4839359952681,"JCYL","001","B"
"DSS4","JCYL002B",59.3763638430277,"JCYL","002","B"
"DSS4","JCYL003B",56.4878670800316,"JCYL","003","B"
"DSS4","JCYL001D",51.3141002499053,"JCYL","001","D"
"DSS4","JCYL002D",51.9277705982083,"JCYL","002","D"
"DSS4","JCYL003D",50.0680331320346,"JCYL","003","D"
"DST1","JCYL001B",70.7606789105571,"JCYL","001","B"
"DST1","JCYL002B",71.3561111521195,"JCYL","002","B"
"DST1","JCYL003B",73.0487288730199,"JCYL","003","B"
"DST1","JCYL001D",62.5960053763782,"JCYL","001","D"
"DST1","JCYL002D",63.8704500515536,"JCYL","002","D"
"DST1","JCYL003D",66.2402993842953,"JCYL","003","D"
"DTD1","JCYL001B",52.6653907922085,"JCYL","001","B"
"DTD1","JCYL002B",54.1433324703251,"JCYL","002","B"
"DTD1","JCYL003B",46.0436030374618,"JCYL","003","B"
"DTD1","JCYL001D",44.5579424108288,"JCYL","001","D"
"DTD1","JCYL002D",42.7010506785044,"JCYL","002","D"
"DTD1","JCYL003D",46.9545919326563,"JCYL","003","D"
"DTR1","JCYL001B",8.76946580706089,"JCYL","001","B"
"DTR1","JCYL002B",9.28373894451909,"JCYL","002","B"
"DTR1","JCYL003B",8.3820034815801,"JCYL","003","B"
"DTR1","JCYL001D",5.29844659079377,"JCYL","001","D"
"DTR1","JCYL002D",8.43816264086565,"JCYL","002","D"
"DTR1","JCYL003D",4.81309285032895,"JCYL","003","D"
"DUF1","JCYL001B",31.8027325180773,"JCYL","001","B"
"DUF1","JCYL002B",32.981499408209,"JCYL","002","B"
"DUF1","JCYL003B",32.3492103661535,"JCYL","003","B"
"DUF1","JCYL001D",39.6267651441369,"JCYL","001","D"
"DUF1","JCYL002D",38.1175599568002,"JCYL","002","D"
"DUF1","JCYL003D",40.1424812457736,"JCYL","003","D"
"DUG1","JCYL001B",132.125749003115,"JCYL","001","B"
"DUG1","JCYL002B",131.631418447934,"JCYL","002","B"
"DUG1","JCYL003B",133.92709218712,"JCYL","003","B"
"DUG1","JCYL001D",147.737951121809,"JCYL","001","D"
"DUG1","JCYL002D",136.901865558707,"JCYL","002","D"
"DUG1","JCYL003D",147.43785381044,"JCYL","003","D"
"DUG2","JCYL001B",19.9317244781973,"JCYL","001","B"
"DUG2","JCYL002B",19.5925420251505,"JCYL","002","B"
"DUG2","JCYL003B",19.3101371471554,"JCYL","003","B"
"DUG2","JCYL001D",15.8351094939461,"JCYL","001","D"
"DUG2","JCYL002D",16.4474739786575,"JCYL","002","D"
"DUG2","JCYL003D",15.440952627711,"JCYL","003","D"
"DUG3","JCYL001B",100.6542009961,"JCYL","001","B"
"DUG3","JCYL002B",105.348566320781,"JCYL","002","B"
"DUG3","JCYL003B",105.386083901928,"JCYL","003","B"
"DUG3","JCYL001D",36.3000207840234,"JCYL","001","D"
"DUG3","JCYL002D",37.6557033466904,"JCYL","002","D"
"DUG3","JCYL003D",38.9509758162488,"JCYL","003","D"
"DUN1","JCYL001B",19.395319811715,"JCYL","001","B"
"DUN1","JCYL002B",18.8399711238754,"JCYL","002","B"
"DUN1","JCYL003B",18.8870916267826,"JCYL","003","B"
"DUN1","JCYL001D",18.3918208068769,"JCYL","001","D"
"DUN1","JCYL002D",19.3536803704259,"JCYL","002","D"
"DUN1","JCYL003D",19.0306867373967,"JCYL","003","D"
"DUO1","JCYL001B",34.3112724402967,"JCYL","001","B"
"DUO1","JCYL002B",34.998971062899,"JCYL","002","B"
"DUO1","JCYL003B",34.406412798382,"JCYL","003","B"
"DUO1","JCYL001D",34.5560522229902,"JCYL","001","D"
"DUO1","JCYL002D",32.0819293960596,"JCYL","002","D"
"DUO1","JCYL003D",37.1102280881584,"JCYL","003","D"
"DUR1,2","JCYL001B",14.1624783429406,"JCYL","001","B"
"DUR1,2","JCYL002B",14.848500969955,"JCYL","002","B"
"DUR1,2","JCYL003B",14.9999804690792,"JCYL","003","B"
"DUR1,2","JCYL001D",13.4694044901499,"JCYL","001","D"
"DUR1,2","JCYL002D",13.2716905096473,"JCYL","002","D"
"DUR1,2","JCYL003D",13.7947993976907,"JCYL","003","D"
"DUR3","JCYL001B",32.469298867186,"JCYL","001","B"
"DUR3","JCYL002B",31.3640093842278,"JCYL","002","B"
"DUR3","JCYL003B",29.7125934007376,"JCYL","003","B"
"DUR3","JCYL001D",9.61411864086718,"JCYL","001","D"
"DUR3","JCYL002D",10.7451719263787,"JCYL","002","D"
"DUR3","JCYL003D",9.79591952583285,"JCYL","003","D"
"DUS1","JCYL001B",24.2516298630641,"JCYL","001","B"
"DUS1","JCYL002B",25.8562167592601,"JCYL","002","B"
"DUS1","JCYL003B",26.0293006550634,"JCYL","003","B"
"DUS1","JCYL001D",25.0045738707496,"JCYL","001","D"
"DUS1","JCYL002D",27.0295882228637,"JCYL","002","D"
"DUS1","JCYL003D",26.5538954979326,"JCYL","003","D"
"DUS3","JCYL001B",25.3180533613108,"JCYL","001","B"
"DUS3","JCYL002B",27.6549105954583,"JCYL","002","B"
"DUS3","JCYL003B",27.4490020892309,"JCYL","003","B"
"DUS3","JCYL001D",36.5211525740406,"JCYL","001","D"
"DUS3","JCYL002D",38.6410378181807,"JCYL","002","D"
"DUS3","JCYL003D",40.313300373724,"JCYL","003","D"
"DUS4","JCYL001B",32.9560949521513,"JCYL","001","B"
"DUS4","JCYL002B",32.9811645506541,"JCYL","002","B"
"DUS4","JCYL003B",33.350303433912,"JCYL","003","B"
"DUS4","JCYL001D",32.3016925958761,"JCYL","001","D"
"DUS4","JCYL002D",30.1020918131238,"JCYL","002","D"
"DUS4","JCYL003D",31.464830339423,"JCYL","003","D"
"DUT1","JCYL001B",114.504964504596,"JCYL","001","B"
"DUT1","JCYL002B",115.81673426507,"JCYL","002","B"
"DUT1","JCYL003B",113.443717304418,"JCYL","003","B"
"DUT1","JCYL001D",96.0556541693292,"JCYL","001","D"
"DUT1","JCYL002D",84.9403696105516,"JCYL","002","D"
"DUT1","JCYL003D",99.0349029860162,"JCYL","003","D"
"DYN1","JCYL001B",5.3681013081178,"JCYL","001","B"
"DYN1","JCYL002B",5.6141345729909,"JCYL","002","B"
"DYN1","JCYL003B",5.38284175738665,"JCYL","003","B"
"DYN1","JCYL001D",6.39127341750167,"JCYL","001","D"
"DYN1","JCYL002D",5.25620703938208,"JCYL","002","D"
"DYN1","JCYL003D",6.79361468618479,"JCYL","003","D"
"DYN2","JCYL001B",76.0660073196252,"JCYL","001","B"
"DYN2","JCYL002B",70.0949541991068,"JCYL","002","B"
"DYN2","JCYL003B",70.1399074501496,"JCYL","003","B"
"DYN2","JCYL001D",85.5780916236548,"JCYL","001","D"
"DYN2","JCYL002D",70.0719127555623,"JCYL","002","D"
"DYN2","JCYL003D",77.0945868395103,"JCYL","003","D"
"DYN3","JCYL001B",44.3273715503106,"JCYL","001","B"
"DYN3","JCYL002B",43.3035287858968,"JCYL","002","B"
"DYN3","JCYL003B",42.8671873928578,"JCYL","003","B"
"DYN3","JCYL001D",49.0630941575425,"JCYL","001","D"
"DYN3","JCYL002D",45.7613040271481,"JCYL","002","D"
"DYN3","JCYL003D",49.8640704202817,"JCYL","003","D"
"DYS1","JCYL001B",197.101225544283,"JCYL","001","B"
"DYS1","JCYL002B",210.578803024833,"JCYL","002","B"
"DYS1","JCYL003B",207.617712569393,"JCYL","003","B"
"DYS1","JCYL001D",156.826562592539,"JCYL","001","D"
"DYS1","JCYL002D",173.992338365653,"JCYL","002","D"
"DYS1","JCYL003D",166.598633034736,"JCYL","003","D"
"EAF1","JCYL001B",15.025607417684,"JCYL","001","B"
"EAF1","JCYL002B",14.4391148363305,"JCYL","002","B"
"EAF1","JCYL003B",14.0860873858813,"JCYL","003","B"
"EAF1","JCYL001D",16.3168353096828,"JCYL","001","D"
"EAF1","JCYL002D",15.7690113832514,"JCYL","002","D"
"EAF1","JCYL003D",16.0980342807555,"JCYL","003","D"
"EAF3","JCYL001B",77.7168738711579,"JCYL","001","B"
"EAF3","JCYL002B",76.657544364506,"JCYL","002","B"
"EAF3","JCYL003B",78.0399393695479,"JCYL","003","B"
"EAF3","JCYL001D",69.2091018555504,"JCYL","001","D"
"EAF3","JCYL002D",69.9263941642393,"JCYL","002","D"
"EAF3","JCYL003D",67.5253599987958,"JCYL","003","D"
"EAF5","JCYL001B",20.5372314017078,"JCYL","001","B"
"EAF5","JCYL002B",22.9312288283381,"JCYL","002","B"
"EAF5","JCYL003B",20.4013251457027,"JCYL","003","B"
"EAF5","JCYL001D",25.7877257839741,"JCYL","001","D"
"EAF5","JCYL002D",25.2011635176818,"JCYL","002","D"
"EAF5","JCYL003D",25.9706146479387,"JCYL","003","D"
"EAF6","JCYL001B",129.877195468744,"JCYL","001","B"
"EAF6","JCYL002B",134.09398915746,"JCYL","002","B"
"EAF6","JCYL003B",128.991336781008,"JCYL","003","B"
"EAF6","JCYL001D",188.817101148393,"JCYL","001","D"
"EAF6","JCYL002D",190.479979055305,"JCYL","002","D"
"EAF6","JCYL003D",194.896104841514,"JCYL","003","D"
"EAF7","JCYL001B",67.2829893961439,"JCYL","001","B"
"EAF7","JCYL002B",71.8066269522915,"JCYL","002","B"
"EAF7","JCYL003B",64.6717912015423,"JCYL","003","B"
"EAF7","JCYL001D",63.6697060173656,"JCYL","001","D"
"EAF7","JCYL002D",70.0548711999922,"JCYL","002","D"
"EAF7","JCYL003D",64.1090663551069,"JCYL","003","D"
"EAP1","JCYL001B",39.9175865792152,"JCYL","001","B"
"EAP1","JCYL002B",37.9128699764615,"JCYL","002","B"
"EAP1","JCYL003B",38.9061210306155,"JCYL","003","B"
"EAP1","JCYL001D",38.3063512024226,"JCYL","001","D"
"EAP1","JCYL002D",40.3697443845699,"JCYL","002","D"
"EAP1","JCYL003D",39.4076942969449,"JCYL","003","D"
"EAR1","JCYL001B",75.622844148019,"JCYL","001","B"
"EAR1","JCYL002B",76.1626036458702,"JCYL","002","B"
"EAR1","JCYL003B",77.9122387410342,"JCYL","003","B"
"EAR1","JCYL001D",66.2803416563363,"JCYL","001","D"
"EAR1","JCYL002D",66.0476555728166,"JCYL","002","D"
"EAR1","JCYL003D",67.0743291610576,"JCYL","003","D"
"EBP2","JCYL001B",139.252797075253,"JCYL","001","B"
"EBP2","JCYL002B",157.830396200843,"JCYL","002","B"
"EBP2","JCYL003B",148.699475206403,"JCYL","003","B"
"EBP2","JCYL001D",174.916235508505,"JCYL","001","D"
"EBP2","JCYL002D",176.790672841613,"JCYL","002","D"
"EBP2","JCYL003D",178.541080362966,"JCYL","003","D"
"EBS1","JCYL001B",46.1414482090009,"JCYL","001","B"
"EBS1","JCYL002B",46.8789658446339,"JCYL","002","B"
"EBS1","JCYL003B",46.0486051781278,"JCYL","003","B"
"EBS1","JCYL001D",47.255862048859,"JCYL","001","D"
"EBS1","JCYL002D",44.4424814672068,"JCYL","002","D"
"EBS1","JCYL003D",47.2809912411144,"JCYL","003","D"
"ECI1","JCYL001B",36.9757140124538,"JCYL","001","B"
"ECI1","JCYL002B",33.1939038242484,"JCYL","002","B"
"ECI1","JCYL003B",35.711637851415,"JCYL","003","B"
"ECI1","JCYL001D",42.4169037869556,"JCYL","001","D"
"ECI1","JCYL002D",37.7524009025992,"JCYL","002","D"
"ECI1","JCYL003D",42.7504799920877,"JCYL","003","D"
"ECL1","JCYL001B",136.299229857569,"JCYL","001","B"
"ECL1","JCYL002B",137.645207090655,"JCYL","002","B"
"ECL1","JCYL003B",135.882589901155,"JCYL","003","B"
"ECL1","JCYL001D",156.316472410171,"JCYL","001","D"
"ECL1","JCYL002D",170.08091770644,"JCYL","002","D"
"ECL1","JCYL003D",162.24673762957,"JCYL","003","D"
"ECM1","JCYL001B",20.3951561607061,"JCYL","001","B"
"ECM1","JCYL002B",23.3019917002407,"JCYL","002","B"
"ECM1","JCYL003B",21.493295592204,"JCYL","003","B"
"ECM1","JCYL001D",23.0017889668896,"JCYL","001","D"
"ECM1","JCYL002D",24.632704149885,"JCYL","002","D"
"ECM1","JCYL003D",25.7018193405497,"JCYL","003","D"
"ECM10","JCYL001B",11.8177485532105,"JCYL","001","B"
"ECM10","JCYL002B",11.0593185086062,"JCYL","002","B"
"ECM10","JCYL003B",10.3298135335788,"JCYL","003","B"
"ECM10","JCYL001D",14.917927304199,"JCYL","001","D"
"ECM10","JCYL002D",14.7252641205627,"JCYL","002","D"
"ECM10","JCYL003D",13.9964958083235,"JCYL","003","D"
"ECM11","JCYL001B",1.98060136483575,"JCYL","001","B"
"ECM11","JCYL002B",1.60332215597735,"JCYL","002","B"
"ECM11","JCYL003B",2.19217554716278,"JCYL","003","B"
"ECM11","JCYL001D",1.85552493370299,"JCYL","001","D"
"ECM11","JCYL002D",1.80112296188813,"JCYL","002","D"
"ECM11","JCYL003D",1.90903107973147,"JCYL","003","D"
"ECM12","JCYL001B",18.9158710278888,"JCYL","001","B"
"ECM12","JCYL002B",17.3121874243278,"JCYL","002","B"
"ECM12","JCYL003B",16.9418781456641,"JCYL","003","B"
"ECM12","JCYL001D",50.5684605780817,"JCYL","001","D"
"ECM12","JCYL002D",39.7463183809185,"JCYL","002","D"
"ECM12","JCYL003D",46.2776315889368,"JCYL","003","D"
"ECM13","JCYL001B",36.1406470149593,"JCYL","001","B"
"ECM13","JCYL002B",44.1870614645788,"JCYL","002","B"
"ECM13","JCYL003B",50.7380795111748,"JCYL","003","B"
"ECM13","JCYL001D",92.7389512504355,"JCYL","001","D"
"ECM13","JCYL002D",88.0250163658638,"JCYL","002","D"
"ECM13","JCYL003D",98.9283213454448,"JCYL","003","D"
"ECM14","JCYL001B",102.41376418433,"JCYL","001","B"
"ECM14","JCYL002B",104.750876857854,"JCYL","002","B"
"ECM14","JCYL003B",104.251856216493,"JCYL","003","B"
"ECM14","JCYL001D",85.2560507531464,"JCYL","001","D"
"ECM14","JCYL002D",86.1695143345429,"JCYL","002","D"
"ECM14","JCYL003D",83.7122309054984,"JCYL","003","D"
"ECM15","JCYL001B",590.056197738787,"JCYL","001","B"
"ECM15","JCYL002B",558.214932285296,"JCYL","002","B"
"ECM15","JCYL003B",580.044831811035,"JCYL","003","B"
"ECM15","JCYL001D",916.233976834831,"JCYL","001","D"
"ECM15","JCYL002D",790.935838452725,"JCYL","002","D"
"ECM15","JCYL003D",920.186096275828,"JCYL","003","D"
"ECM16","JCYL001B",16.1339886027745,"JCYL","001","B"
"ECM16","JCYL002B",16.9087264973119,"JCYL","002","B"
"ECM16","JCYL003B",15.973092163873,"JCYL","003","B"
"ECM16","JCYL001D",24.2600059746843,"JCYL","001","D"
"ECM16","JCYL002D",23.2262027771691,"JCYL","002","D"
"ECM16","JCYL003D",24.5685589532228,"JCYL","003","D"
"ECM18","JCYL001B",15.5268650818626,"JCYL","001","B"
"ECM18","JCYL002B",14.927317742275,"JCYL","002","B"
"ECM18","JCYL003B",14.7431419846717,"JCYL","003","B"
"ECM18","JCYL001D",11.5523067293121,"JCYL","001","D"
"ECM18","JCYL002D",12.1261553456589,"JCYL","002","D"
"ECM18","JCYL003D",10.3974765041495,"JCYL","003","D"
"ECM19","JCYL001B",79.5037089137323,"JCYL","001","B"
"ECM19","JCYL002B",73.5875209172842,"JCYL","002","B"
"ECM19","JCYL003B",81.4799865081116,"JCYL","003","B"
"ECM19","JCYL001D",125.238784419084,"JCYL","001","D"
"ECM19","JCYL002D",116.926184642743,"JCYL","002","D"
"ECM19","JCYL003D",117.643436928439,"JCYL","003","D"
"ECM2","JCYL001B",35.1165359878645,"JCYL","001","B"
"ECM2","JCYL002B",35.6036353554394,"JCYL","002","B"
"ECM2","JCYL003B",37.0120543824997,"JCYL","003","B"
"ECM2","JCYL001D",32.8312442242158,"JCYL","001","D"
"ECM2","JCYL002D",33.7595631502456,"JCYL","002","D"
"ECM2","JCYL003D",33.1384072648122,"JCYL","003","D"
"ECM21","JCYL001B",19.1478932311578,"JCYL","001","B"
"ECM21","JCYL002B",18.4169084305765,"JCYL","002","B"
"ECM21","JCYL003B",18.2258567006454,"JCYL","003","B"
"ECM21","JCYL001D",25.8554098342488,"JCYL","001","D"
"ECM21","JCYL002D",26.2910364745624,"JCYL","002","D"
"ECM21","JCYL003D",25.6752300550065,"JCYL","003","D"
"ECM22","JCYL001B",47.7526053997625,"JCYL","001","B"
"ECM22","JCYL002B",47.8355591585352,"JCYL","002","B"
"ECM22","JCYL003B",50.6431656744145,"JCYL","003","B"
"ECM22","JCYL001D",52.0833326943024,"JCYL","001","D"
"ECM22","JCYL002D",51.8074380661669,"JCYL","002","D"
"ECM22","JCYL003D",48.3508968330454,"JCYL","003","D"
"ECM23","JCYL001B",13.8167229222068,"JCYL","001","B"
"ECM23","JCYL002B",12.1020973693599,"JCYL","002","B"
"ECM23","JCYL003B",12.7736382844293,"JCYL","003","B"
"ECM23","JCYL001D",10.6805481556232,"JCYL","001","D"
"ECM23","JCYL002D",12.7828298451361,"JCYL","002","D"
"ECM23","JCYL003D",8.29634298926233,"JCYL","003","D"
"ECM25","JCYL001B",36.4402567976097,"JCYL","001","B"
"ECM25","JCYL002B",35.0725385518248,"JCYL","002","B"
"ECM25","JCYL003B",37.4012128968089,"JCYL","003","B"
"ECM25","JCYL001D",25.0859018786928,"JCYL","001","D"
"ECM25","JCYL002D",25.5636225859144,"JCYL","002","D"
"ECM25","JCYL003D",26.3739461633044,"JCYL","003","D"
"ECM27","JCYL001B",9.36418650715083,"JCYL","001","B"
"ECM27","JCYL002B",10.4722775448165,"JCYL","002","B"
"ECM27","JCYL003B",10.2329862620166,"JCYL","003","B"
"ECM27","JCYL001D",8.62917675779938,"JCYL","001","D"
"ECM27","JCYL002D",8.74355494395499,"JCYL","002","D"
"ECM27","JCYL003D",9.29060853021912,"JCYL","003","D"
"ECM29","JCYL001B",8.15671248455942,"JCYL","001","B"
"ECM29","JCYL002B",8.2570662107698,"JCYL","002","B"
"ECM29","JCYL003B",8.21777564109028,"JCYL","003","B"
"ECM29","JCYL001D",7.87276976686383,"JCYL","001","D"
"ECM29","JCYL002D",7.7763107282466,"JCYL","002","D"
"ECM29","JCYL003D",7.41670174870908,"JCYL","003","D"
"ECM3","JCYL001B",54.9385059120847,"JCYL","001","B"
"ECM3","JCYL002B",54.5675289271059,"JCYL","002","B"
"ECM3","JCYL003B",53.3247388447053,"JCYL","003","B"
"ECM3","JCYL001D",213.064341703275,"JCYL","001","D"
"ECM3","JCYL002D",216.468548315621,"JCYL","002","D"
"ECM3","JCYL003D",209.797596509578,"JCYL","003","D"
"ECM30","JCYL001B",17.1132304617639,"JCYL","001","B"
"ECM30","JCYL002B",17.4255339449485,"JCYL","002","B"
"ECM30","JCYL003B",17.4402741376741,"JCYL","003","B"
"ECM30","JCYL001D",21.7078329773308,"JCYL","001","D"
"ECM30","JCYL002D",22.0248527706505,"JCYL","002","D"
"ECM30","JCYL003D",21.8493419758661,"JCYL","003","D"
"ECM31","JCYL001B",41.780479317917,"JCYL","001","B"
"ECM31","JCYL002B",42.501611586158,"JCYL","002","B"
"ECM31","JCYL003B",42.2795184110821,"JCYL","003","B"
"ECM31","JCYL001D",31.2802885868432,"JCYL","001","D"
"ECM31","JCYL002D",31.6291366069994,"JCYL","002","D"
"ECM31","JCYL003D",28.9746219914013,"JCYL","003","D"
"ECM32","JCYL001B",57.7817407832546,"JCYL","001","B"
"ECM32","JCYL002B",59.1165742102678,"JCYL","002","B"
"ECM32","JCYL003B",59.4736955417633,"JCYL","003","B"
"ECM32","JCYL001D",39.4501752816407,"JCYL","001","D"
"ECM32","JCYL002D",42.7775574726741,"JCYL","002","D"
"ECM32","JCYL003D",41.2616504600363,"JCYL","003","D"
"ECM33","JCYL001B",333.550513880073,"JCYL","001","B"
"ECM33","JCYL002B",344.382910289561,"JCYL","002","B"
"ECM33","JCYL003B",343.052614548346,"JCYL","003","B"
"ECM33","JCYL001D",478.544887374044,"JCYL","001","D"
"ECM33","JCYL002D",549.428170822801,"JCYL","002","D"
"ECM33","JCYL003D",510.110528200611,"JCYL","003","D"
"ECM34","JCYL001B",41.3281335853354,"JCYL","001","B"
"ECM34","JCYL002B",40.8153314455262,"JCYL","002","B"
"ECM34","JCYL003B",41.9513173130729,"JCYL","003","B"
"ECM34","JCYL001D",28.3695346004053,"JCYL","001","D"
"ECM34","JCYL002D",31.5786914130488,"JCYL","002","D"
"ECM34","JCYL003D",27.5445912932683,"JCYL","003","D"
"ECM38","JCYL001B",24.5675158208392,"JCYL","001","B"
"ECM38","JCYL002B",24.7680527487145,"JCYL","002","B"
"ECM38","JCYL003B",23.7152933474305,"JCYL","003","B"
"ECM38","JCYL001D",29.6239949400361,"JCYL","001","D"
"ECM38","JCYL002D",28.288630273216,"JCYL","002","D"
"ECM38","JCYL003D",28.1279865702816,"JCYL","003","D"
"ECM4","JCYL001B",52.7041393639313,"JCYL","001","B"
"ECM4","JCYL002B",50.9594987405549,"JCYL","002","B"
"ECM4","JCYL003B",52.0310570766294,"JCYL","003","B"
"ECM4","JCYL001D",91.5535436358442,"JCYL","001","D"
"ECM4","JCYL002D",85.7307956332289,"JCYL","002","D"
